,date,decile,price
721,2021-06-01,decile0.3,2.3152
722,2021-07-01,decile0.3,2.3499999
723,2021-08-01,decile0.3,2.3499999
724,2021-09-01,decile0.3,2.3499999
725,2021-10-01,decile0.3,2.3499999
726,2021-11-01,decile0.3,2.4000001
727,2021-12-01,decile0.3,2.5
728,2022-01-01,decile0.3,2.5
729,2022-02-01,decile0.3,2.5
730,2022-03-01,decile0.3,2.5
731,2022-04-01,decile0.3,2.5999999
732,2022-05-01,decile0.3,2.60999994
733,2022-06-01,decile0.3,2.64000006
734,2022-07-01,decile0.3,2.6600001000000004
735,2022-08-01,decile0.3,2.7
736,2022-09-01,decile0.3,2.6790000700000003
737,2022-10-01,decile0.3,2.7
738,2022-11-01,decile0.3,2.7
739,2022-12-01,decile0.3,2.75
740,2023-01-01,decile0.3,2.78
741,2023-02-01,decile0.3,2.75
742,2023-03-01,decile0.3,2.75
743,2023-04-01,decile0.3,2.75
744,2023-05-01,decile0.3,2.8
745,2023-06-01,decile0.3,2.8
746,2023-07-01,decile0.3,2.8
747,2023-08-01,decile0.3,2.8740000199999995
748,2023-09-01,decile0.3,2.8499999
749,2023-10-01,decile0.3,2.8499999
750,2023-11-01,decile0.3,2.8499999
751,2023-12-01,decile0.3,2.8499999
752,2024-01-01,decile0.3,2.8499999
753,2003-02-01,decile0.4,1.2400000000000009
754,2003-03-01,decile0.4,1.25
755,2003-04-01,decile0.4,1.2200000000000002
756,2003-05-01,decile0.4,1.25
757,2003-06-01,decile0.4,1.25
758,2003-07-01,decile0.4,1.25
759,2003-08-01,decile0.4,1.25
760,2003-09-01,decile0.4,1.25
761,2003-10-01,decile0.4,1.25
762,2003-11-01,decile0.4,1.2900000000000007
763,2003-12-01,decile0.4,1.25
764,2004-01-01,decile0.4,1.3
765,2004-02-01,decile0.4,1.2
766,2004-03-01,decile0.4,1.2
767,2004-04-01,decile0.4,1.2
768,2004-05-01,decile0.4,1.25
769,2004-06-01,decile0.4,1.25
770,2004-07-01,decile0.4,1.25
771,2004-08-01,decile0.4,1.25
772,2004-09-01,decile0.4,1.25
773,2004-10-01,decile0.4,1.2580000000000002
774,2004-11-01,decile0.4,1.2980000000000005
775,2004-12-01,decile0.4,1.25
776,2005-01-01,decile0.4,1.3
777,2005-02-01,decile0.4,1.25
778,2005-03-01,decile0.4,1.25
779,2005-04-01,decile0.4,1.25
780,2005-05-01,decile0.4,1.25
781,2005-06-01,decile0.4,1.29
782,2005-07-01,decile0.4,1.3
783,2005-08-01,decile0.4,1.3
784,2005-09-01,decile0.4,1.3
785,2005-10-01,decile0.4,1.3
786,2005-11-01,decile0.4,1.3
787,2005-12-01,decile0.4,1.3
788,2006-01-01,decile0.4,1.3
789,2006-02-01,decile0.4,1.3
790,2006-03-01,decile0.4,1.3
791,2006-04-01,decile0.4,1.3
792,2006-05-01,decile0.4,1.35
793,2006-06-01,decile0.4,1.382
794,2006-07-01,decile0.4,1.4
795,2006-08-01,decile0.4,1.4
796,2006-09-01,decile0.4,1.4
797,2006-10-01,decile0.4,1.4
798,2006-11-01,decile0.4,1.4
799,2006-12-01,decile0.4,1.4
800,2007-01-01,decile0.4,1.4
801,2007-02-01,decile0.4,1.4
802,2007-03-01,decile0.4,1.4
803,2007-04-01,decile0.4,1.45
804,2007-05-01,decile0.4,1.45
805,2007-06-01,decile0.4,1.45
806,2007-07-01,decile0.4,1.45
807,2007-08-01,decile0.4,1.45
808,2007-09-01,decile0.4,1.45
809,2007-10-01,decile0.4,1.45
810,2007-11-01,decile0.4,1.45
811,2007-12-01,decile0.4,1.45
812,2008-01-01,decile0.4,1.45
813,2008-02-01,decile0.4,1.5
814,2008-03-01,decile0.4,1.5
815,2008-04-01,decile0.4,1.6
816,2008-05-01,decile0.4,1.6
817,2008-06-01,decile0.4,1.65
818,2008-07-01,decile0.4,1.7
819,2008-08-01,decile0.4,1.7
820,2008-09-01,decile0.4,1.7
821,2008-10-01,decile0.4,1.7
822,2008-11-01,decile0.4,1.7
823,2008-12-01,decile0.4,1.7
824,2009-01-01,decile0.4,1.7
825,2009-02-01,decile0.4,1.7
826,2009-03-01,decile0.4,1.7
827,2009-04-01,decile0.4,1.7
828,2009-05-01,decile0.4,1.7
829,2009-06-01,decile0.4,1.75
830,2009-07-01,decile0.4,1.75
831,2009-08-01,decile0.4,1.75
832,2009-09-01,decile0.4,1.75
833,2009-10-01,decile0.4,1.75
834,2009-11-01,decile0.4,1.75
835,2009-12-01,decile0.4,1.75
836,2010-01-01,decile0.4,1.75
837,2010-02-01,decile0.4,1.7
838,2010-03-01,decile0.4,1.7
839,2010-04-01,decile0.4,1.7
840,2010-05-01,decile0.4,1.7
841,2010-06-01,decile0.4,1.7
842,2010-07-01,decile0.4,1.7
843,2010-08-01,decile0.4,1.7
844,2010-09-01,decile0.4,1.7
845,2010-10-01,decile0.4,1.7
846,2010-11-01,decile0.4,1.7
847,2010-12-01,decile0.4,1.7
848,2011-01-01,decile0.4,1.7120000000000002
849,2011-02-01,decile0.4,1.72
850,2011-03-01,decile0.4,1.75
851,2011-04-01,decile0.4,1.75
852,2011-05-01,decile0.4,1.75
853,2011-06-01,decile0.4,1.75
854,2011-07-01,decile0.4,1.75
855,2011-08-01,decile0.4,1.75
856,2011-09-01,decile0.4,1.75
857,2011-10-01,decile0.4,1.75
858,2011-11-01,decile0.4,1.75
859,2011-12-01,decile0.4,1.75
860,2012-01-01,decile0.4,1.7740000000000005
861,2012-02-01,decile0.4,1.7
862,2012-03-01,decile0.4,1.7100000000000002
863,2012-04-01,decile0.4,1.7
864,2012-05-01,decile0.4,1.75
865,2012-06-01,decile0.4,1.75
866,2012-07-01,decile0.4,1.75
867,2012-08-01,decile0.4,1.75
868,2012-09-01,decile0.4,1.75
869,2012-10-01,decile0.4,1.75
870,2012-11-01,decile0.4,1.7740000000000005
871,2012-12-01,decile0.4,1.79
872,2013-01-01,decile0.4,1.8
873,2013-02-01,decile0.4,1.8
874,2013-03-01,decile0.4,1.8
875,2013-04-01,decile0.4,1.8
876,2013-05-01,decile0.4,1.8300000000000003
877,2013-06-01,decile0.4,1.85
878,2013-07-01,decile0.4,1.85
879,2013-08-01,decile0.4,1.9
880,2013-09-01,decile0.4,1.9
881,2013-10-01,decile0.4,1.9
882,2013-11-01,decile0.4,1.9
883,2013-12-01,decile0.4,1.9
884,2014-01-01,decile0.4,1.9
885,2014-02-01,decile0.4,1.9
886,2014-03-01,decile0.4,1.9
887,2014-04-01,decile0.4,1.9
888,2014-05-01,decile0.4,1.9
889,2014-06-01,decile0.4,1.9
890,2014-07-01,decile0.4,1.9
891,2014-08-01,decile0.4,1.9
892,2014-09-01,decile0.4,1.9
893,2014-10-01,decile0.4,1.9
894,2014-11-01,decile0.4,1.9
895,2014-12-01,decile0.4,1.9
896,2015-01-01,decile0.4,1.9
897,2015-02-01,decile0.4,1.9
898,2015-03-01,decile0.4,1.9
899,2015-04-01,decile0.4,1.9
900,2015-05-01,decile0.4,1.9
901,2015-06-01,decile0.4,1.9
902,2015-07-01,decile0.4,1.9
903,2015-08-01,decile0.4,1.9
904,2015-09-01,decile0.4,1.9
905,2015-10-01,decile0.4,1.95
906,2015-11-01,decile0.4,1.95
907,2015-12-01,decile0.4,1.95
908,2016-01-01,decile0.4,1.95
909,2016-02-01,decile0.4,1.95
910,2016-03-01,decile0.4,1.95
911,2016-04-01,decile0.4,2.0
912,2016-05-01,decile0.4,2.0
913,2016-06-01,decile0.4,2.0
914,2016-07-01,decile0.4,2.0
915,2016-08-01,decile0.4,2.0400000000000005
916,2016-09-01,decile0.4,2.0
917,2016-10-01,decile0.4,2.0
918,2016-11-01,decile0.4,2.0
919,2016-12-01,decile0.4,2.06999996
920,2017-01-01,decile0.4,2.0999999
921,2017-02-01,decile0.4,2.0999999
922,2017-03-01,decile0.4,2.0999999
923,2017-04-01,decile0.4,2.1500001
924,2017-05-01,decile0.4,2.1500001
925,2017-06-01,decile0.4,2.1500001
926,2017-07-01,decile0.4,2.1500001
927,2017-08-01,decile0.4,2.2
928,2017-09-01,decile0.4,2.1600000800000005
